AccidentID,Date,Time,Local Authority ONS District,Latitude,Longitude,Sum of Accident Vehicle Count,CasualtyCount,Accident Severity
8794020,2022-03-06 00:00:00,19:33,Cornwall,50.506653,'-4.747155,2,2,Fatal
8707807,2022-03-07 00:00:00,12:40,Westminster,51.516422,'-0.142632,1,1,Fatal
8766253,2022-03-07 00:00:00,06:50,East Cambridgeshire,52.218044,0.321374,1,1,Fatal
8767714,2022-03-07 00:00:00,08:26,Breckland,52.653737,0.669702,1,1,Fatal
8776258,2022-03-07 00:00:00,13:11,Buckinghamshire,51.67609,'-0.674096,1,1,Fatal
8776732,2022-03-07 00:00:00,08:40,West Berkshire,51.420892,'-1.015557,2,3,Fatal
8767717,2022-03-08 00:00:00,15:44,Great Yarmouth,52.606602,1.729427,3,1,Fatal
8770425,2022-03-08 00:00:00,16:59,Central Bedfordshire,51.901488,'-0.657122,3,4,Fatal
8742492,2022-03-09 00:00:00,21:15,Wakefield,53.700402,'-1.505893,3,5,Fatal
8799882,2022-03-09 00:00:00,16:30,Wiltshire,51.373483,'-2.144951,3,1,Fatal
8737975,2022-03-10 00:00:00,08:39,Northumberland,55.24683,'-1.702663,2,4,Fatal
8769214,2022-03-10 00:00:00,21:00,East Suffolk,52.119186,1.312236,1,2,Fatal
8773759,2022-03-10 00:00:00,01:44,Epping Forest,51.666786,0.000673,1,1,Fatal
8773763,2022-03-10 00:00:00,14:25,Epping Forest,51.643994,0.0613,2,1,Fatal
8708087,2022-03-11 00:00:00,22:03,Camden,51.541673,'-0.175248,2,1,Fatal
8708094,2022-03-11 00:00:00,21:48,Brent,51.556973,'-0.253502,4,3,Fatal
8728562,2022-03-11 00:00:00,05:22,Chorley,53.71542,'-2.54565,3,2,Fatal
8739588,2022-03-11 00:00:00,14:30,County Durham,54.653681,'-1.677681,1,1,Fatal
8790349,2022-03-11 00:00:00,20:17,Brighton and Hove,50.838595,'-0.214641,1,1,Fatal
8806443,2022-03-11 00:00:00,00:10,Falkirk,56.025875,'-3.819706,1,1,Fatal
8755318,2022-03-12 00:00:00,13:25,South Staffordshire,52.494323,'-2.30835,2,2,Fatal
8756059,2022-03-12 00:00:00,17:27,Shropshire,52.855248,'-2.731616,1,1,Fatal
8771749,2022-03-12 00:00:00,20:38,St Albans,51.795045,'-0.299251,1,1,Fatal
8806455,2022-03-12 00:00:00,16:32,South Lanarkshire,55.632834,'-3.505063,1,2,Fatal
8708174,2022-03-13 00:00:00,10:27,Havering,51.550466,0.233004,2,2,Fatal
8740330,2022-03-13 00:00:00,03:02,York,53.975423,'-1.170653,1,1,Fatal
8746073,2022-03-13 00:00:00,15:52,Sheffield,53.358173,'-1.369763,2,5,Fatal
8762453,2022-03-13 00:00:00,06:57,Boston,52.954119,'-0.175676,2,1,Fatal
8806459,2022-03-13 00:00:00,01:00,East Lothian,55.987966,'-2.514299,1,1,Fatal
8708240,2022-03-14 00:00:00,15:10,Hillingdon,51.533518,'-0.46757,1,1,Fatal
8762459,2022-03-14 00:00:00,12:20,West Lindsey,53.248169,'-0.495376,2,1,Fatal
8794069,2022-03-14 00:00:00,15:19,Cornwall,50.336319,'-4.638187,1,1,Fatal
8798886,2022-03-14 00:00:00,16:30,Cotswold,51.707095,'-1.85014,2,1,Fatal
8728591,2022-03-15 00:00:00,19:54,Chorley,53.674369,'-2.696722,1,3,Fatal
8731276,2022-03-15 00:00:00,11:00,Sefton,53.536393,'-3.045082,2,1,Fatal
8756068,2022-03-15 00:00:00,12:00,Wyre Forest,52.374817,'-2.220733,1,1,Fatal
8786373,2022-03-15 00:00:00,09:30,Ashford,51.099086,0.679011,2,1,Fatal
8708386,2022-03-16 00:00:00,22:08,Wandsworth,51.463096,'-0.186259,1,1,Fatal
8733535,2022-03-16 00:00:00,05:56,Salford,53.468095,'-2.389829,2,1,Fatal
8740331,2022-03-16 00:00:00,08:02,York,53.924644,'-1.061163,2,2,Fatal
8767775,2022-03-16 00:00:00,16:09,King's Lynn and West Norfolk,52.89993,0.646913,1,1,Fatal
8776802,2022-03-16 00:00:00,12:24,West Berkshire,51.407149,'-1.015133,2,2,Fatal
8776808,2022-03-16 00:00:00,19:50,West Berkshire,51.465587,'-1.062317,1,1,Fatal
8790379,2022-03-16 00:00:00,08:22,Brighton and Hove,50.830487,'-0.213744,3,2,Fatal
8805778,2022-03-16 00:00:00,19:25,Powys,52.424865,'-3.346385,2,5,Fatal
8806495,2022-03-16 00:00:00,00:38,Dumfries and Galloway,55.046089,'-3.655946,2,7,Fatal
8728606,2022-03-17 00:00:00,12:39,Ribble Valley,53.807131,'-2.446679,1,2,Fatal
8733539,2022-03-17 00:00:00,13:29,Rochdale,53.595022,'-2.20496,1,1,Fatal
8742082,2022-03-17 00:00:00,15:52,Kirklees,53.60685,'-1.828866,2,1,Fatal
8755326,2022-03-17 00:00:00,18:55,Staffordshire Moorlands,53.074803,'-2.036424,1,1,Fatal
8733552,2022-03-18 00:00:00,17:10,Bury,53.632184,'-2.33442,1,1,Fatal
8733555,2022-03-18 00:00:00,19:10,Salford,53.50241,'-2.414522,4,1,Fatal
8742094,2022-03-18 00:00:00,18:31,Wakefield,53.715803,'-1.287199,3,1,Fatal
8750599,2022-03-18 00:00:00,01:22,Sandwell,52.553258,'-1.933986,1,1,Fatal
8765361,2022-03-18 00:00:00,01:15,North Northamptonshire,52.341945,'-0.569131,2,1,Fatal
8767807,2022-03-18 00:00:00,19:00,South Norfolk,52.609122,1.312596,1,1,Fatal
8776827,2022-03-18 00:00:00,23:18,Buckinghamshire,51.545475,'-0.615697,3,3,Fatal
8786485,2022-03-18 00:00:00,22:52,Sevenoaks,51.393125,0.242841,1,4,Fatal
8733560,2022-03-19 00:00:00,01:52,Wigan,53.492375,'-2.500217,1,1,Fatal
8750603,2022-03-19 00:00:00,05:21,Coventry,52.410769,'-1.472275,1,4,Fatal
8758670,2022-03-19 00:00:00,23:17,Bolsover,53.100638,'-1.366183,2,2,Fatal
8765362,2022-03-19 00:00:00,14:05,North Northamptonshire,52.468966,'-0.740628,3,2,Fatal
8776832,2022-03-19 00:00:00,13:37,Cherwell,51.806476,'-1.300351,2,2,Fatal
8708621,2022-03-20 00:00:00,08:30,Harrow,51.59681,'-0.284085,2,1,Fatal
8733561,2022-03-20 00:00:00,09:56,Trafford,53.446308,'-2.354578,3,2,Fatal
8733563,2022-03-20 00:00:00,23:44,Rochdale,53.593241,'-2.210738,3,2,Fatal
8762486,2022-03-20 00:00:00,14:25,East Lindsey,53.12862,0.281179,1,1,Fatal
8762489,2022-03-20 00:00:00,15:00,East Lindsey,53.317354,0.01255,2,1,Fatal
8780139,2022-03-20 00:00:00,14:15,Havant,50.858967,'-0.982521,2,3,Fatal
8793969,2022-03-20 00:00:00,14:12,Torridge,50.984468,'-4.411319,2,1,Fatal
8708661,2022-03-21 00:00:00,01:57,Havering,51.60058,0.239303,1,2,Fatal
8708700,2022-03-21 00:00:00,13:34,Newham,51.533161,0.036492,2,1,Fatal
8727349,2022-03-21 00:00:00,15:05,Carlisle,54.880535,'-2.970802,2,1,Fatal
8742354,2022-03-21 00:00:00,19:40,Kirklees,53.677194,'-1.636279,2,1,Fatal
8790427,2022-03-21 00:00:00,10:19,Chichester,50.990809,'-0.73488,1,1,Fatal
8804053,2022-03-21 00:00:00,21:21,Rhondda Cynon Taf,51.515651,'-3.40175,1,1,Fatal
8748064,2022-03-22 00:00:00,16:32,East Riding of Yorkshire,53.937633,'-0.529696,1,1,Fatal
8751402,2022-03-22 00:00:00,22:02,Birmingham,52.487709,'-1.806713,3,2,Fatal
8790449,2022-03-22 00:00:00,15:23,Wealden,50.973514,0.224756,1,1,Fatal
8728656,2022-03-23 00:00:00,22:17,Wyre,53.848445,'-3.01411,1,2,Fatal
8766300,2022-03-23 00:00:00,23:10,Fenland,52.621283,0.001402,1,1,Fatal
8797056,2022-03-23 00:00:00,12:25,"Bristol, City of",51.492148,'-2.645355,2,1,Fatal
8806668,2022-03-23 00:00:00,14:30,Dumfries and Galloway,54.877234,'-4.801987,3,1,Fatal
8733593,2022-03-24 00:00:00,15:20,Manchester,53.407042,'-2.258191,1,1,Fatal
8736278,2022-03-24 00:00:00,23:30,Cheshire East,53.083588,'-2.559211,3,1,Fatal
8739633,2022-03-24 00:00:00,13:15,County Durham,54.744743,'-2.05954,1,1,Fatal
8756278,2022-03-24 00:00:00,09:00,"Herefordshire, County of",52.198439,'-3.022184,1,1,Fatal
8780174,2022-03-24 00:00:00,19:20,New Forest,50.749907,'-1.66069,1,1,Fatal
8806559,2022-03-24 00:00:00,12:04,South Ayrshire,55.536099,'-4.612971,2,1,Fatal
8728673,2022-03-25 00:00:00,15:00,Burnley,53.760149,'-2.172273,2,2,Fatal
8766037,2022-03-25 00:00:00,15:10,West Northamptonshire,52.226348,'-1.065295,2,1,Fatal
8780188,2022-03-25 00:00:00,17:26,East Hampshire,50.985633,'-0.961519,1,1,Fatal
8798914,2022-03-25 00:00:00,13:40,Gloucester,51.854747,'-2.23647,1,1,Fatal
8798923,2022-03-25 00:00:00,21:30,Tewkesbury,51.922898,'-2.124615,1,1,Fatal
8806583,2022-03-25 00:00:00,08:42,Orkney Islands,59.286033,'-2.578326,1,2,Fatal
8742173,2022-03-26 00:00:00,22:22,Leeds,53.779502,'-1.587897,1,1,Fatal
8748083,2022-03-26 00:00:00,14:39,East Riding of Yorkshire,53.991124,'-0.915409,1,1,Fatal
8758696,2022-03-26 00:00:00,15:00,Derbyshire Dales,53.003734,'-1.723458,1,2,Fatal
8776900,2022-03-26 00:00:00,10:31,Vale of White Horse,51.746188,'-1.318418,1,1,Fatal
8790488,2022-03-26 00:00:00,11:45,Wealden,50.964333,0.14536,2,1,Fatal
8806592,2022-03-26 00:00:00,23:48,Renfrewshire,55.874577,'-4.490952,1,1,Fatal
8806593,2022-03-26 00:00:00,22:13,Highland,57.085661,'-5.880985,1,1,Fatal
8773906,2022-03-27 00:00:00,12:30,Tendring,51.894804,1.00559,2,1,Fatal
8799941,2022-03-27 00:00:00,19:05,Swindon,51.580341,'-1.743619,2,2,Fatal
8806597,2022-03-27 00:00:00,06:30,Clackmannanshire,56.144394,'-3.764073,1,1,Fatal
8806599,2022-03-27 00:00:00,22:50,Glasgow City,55.858514,'-4.199709,3,3,Fatal
8709151,2022-03-28 00:00:00,05:58,Barnet,51.616814,'-0.260623,1,1,Fatal
8742183,2022-03-28 00:00:00,00:37,Kirklees,53.636164,'-1.837746,1,1,Fatal
8790503,2022-03-28 00:00:00,11:30,Horsham,50.992594,'-0.301391,3,3,Fatal
8793398,2022-03-28 00:00:00,10:43,City of London,51.515075,'-0.100602,1,1,Fatal
8794148,2022-03-28 00:00:00,18:29,Cornwall,50.311022,'-5.093723,4,4,Fatal
8749933,2022-03-29 00:00:00,23:40,Middlesbrough,54.528403,'-1.196278,3,2,Fatal
8760645,2022-03-29 00:00:00,06:39,Ashfield,53.111404,'-1.296902,1,2,Fatal
8773945,2022-03-30 00:00:00,10:35,Tendring,51.919692,1.171627,2,1,Fatal
8740683,2022-04-01 00:00:00,15:36,Hambleton,54.327475,'-1.584302,2,1,Fatal
8750810,2022-04-01 00:00:00,18:54,Birmingham,52.463078,'-1.831533,2,3,Fatal
8755340,2022-04-01 00:00:00,17:45,Stoke-on-Trent,52.965167,'-2.153592,1,1,Fatal
8756139,2022-04-01 00:00:00,23:35,Malvern Hills,52.003929,'-2.321019,1,1,Fatal
8802664,2022-04-01 00:00:00,05:28,Flintshire,53.168134,'-3.126434,1,1,Fatal
8758773,2022-04-02 00:00:00,17:45,North East Derbyshire,53.157373,'-1.41455,1,1,Fatal
8758777,2022-04-02 00:00:00,22:40,Derbyshire Dales,53.208774,'-1.533139,1,4,Fatal
8794074,2022-04-02 00:00:00,02:11,Torbay,50.47999,'-3.545581,1,2,Fatal
8802669,2022-04-02 00:00:00,15:47,Isle of Anglesey,53.314915,'-4.225207,2,1,Fatal
8727390,2022-04-03 00:00:00,14:50,Eden,54.561514,'-2.68755,3,2,Fatal
8746180,2022-04-03 00:00:00,13:30,Barnsley,53.568746,'-1.520187,5,7,Fatal
8758774,2022-04-03 00:00:00,00:40,Amber Valley,53.026867,'-1.338712,3,1,Fatal
8773978,2022-04-03 00:00:00,11:00,Harlow,51.76837,0.067904,2,1,Fatal
8806694,2022-04-03 00:00:00,03:38,Dumfries and Galloway,55.114788,'-3.381334,1,1,Fatal
8742269,2022-04-04 00:00:00,14:35,Calderdale,53.783058,'-1.996563,2,2,Fatal
8746179,2022-04-04 00:00:00,15:34,Barnsley,53.543559,'-1.398583,2,4,Fatal
8773982,2022-04-04 00:00:00,16:22,Castle Point,51.530527,0.573634,2,1,Fatal
8780267,2022-04-04 00:00:00,13:36,East Hampshire,51.008305,'-0.930838,1,1,Fatal
8783640,2022-04-04 00:00:00,13:55,Runnymede,51.390896,'-0.528969,4,3,Fatal
8799971,2022-04-04 00:00:00,21:21,Wiltshire,51.290042,'-2.18801,2,2,Fatal
8751865,2022-04-05 00:00:00,16:39,Birmingham,52.493089,'-1.821079,2,1,Fatal
8771869,2022-04-05 00:00:00,11:33,St Albans,51.743952,'-0.265392,2,3,Fatal
8777047,2022-04-05 00:00:00,04:20,Cherwell,52.116116,'-1.371019,1,1,Fatal
8802674,2022-04-05 00:00:00,11:00,Gwynedd,53.156649,'-4.232027,1,1,Fatal
8748132,2022-04-06 00:00:00,09:50,East Riding of Yorkshire,53.705121,'-0.912172,3,3,Fatal
8755349,2022-04-06 00:00:00,20:21,Tamworth,52.633602,'-1.690762,1,2,Fatal
8790581,2022-04-06 00:00:00,01:34,Rother,51.000447,0.477317,1,5,Fatal
8755355,2022-04-07 00:00:00,16:58,East Staffordshire,52.958273,'-1.846111,2,1,Fatal
8758786,2022-04-07 00:00:00,21:10,Derbyshire Dales,53.031826,'-1.716315,1,1,Fatal
8766038,2022-04-07 00:00:00,05:50,West Northamptonshire,52.195173,'-0.716587,2,1,Fatal
8802680,2022-04-07 00:00:00,14:18,Conwy,53.04878,'-3.665664,5,5,Fatal
8709841,2022-04-08 00:00:00,19:40,Southwark,51.424217,'-0.076006,2,1,Fatal
8727403,2022-04-08 00:00:00,20:06,Copeland,54.333154,'-3.369209,2,1,Fatal
8755351,2022-04-08 00:00:00,11:57,Stoke-on-Trent,52.966447,'-2.109853,1,1,Fatal
8755356,2022-04-08 00:00:00,16:50,South Staffordshire,52.65197,'-2.126386,1,1,Fatal
8762554,2022-04-08 00:00:00,16:55,Lincoln,53.218823,'-0.526764,2,2,Fatal
8766352,2022-04-08 00:00:00,01:14,Huntingdonshire,52.345431,'-0.348353,1,1,Fatal
8766566,2022-04-08 00:00:00,20:30,South Cambridgeshire,52.164664,0.095821,1,1,Fatal
8798950,2022-04-08 00:00:00,00:26,Forest of Dean,51.995515,'-2.386238,1,1,Fatal
8802683,2022-04-08 00:00:00,10:57,Gwynedd,53.235109,'-4.121968,2,1,Fatal
8806716,2022-04-08 00:00:00,09:53,East Ayrshire,55.469163,'-4.305616,1,2,Fatal
8727405,2022-04-09 00:00:00,15:15,Eden,54.532085,'-2.349574,2,1,Fatal
8755357,2022-04-09 00:00:00,19:45,South Staffordshire,52.726833,'-2.043298,1,1,Fatal
8755359,2022-04-09 00:00:00,16:23,Cannock Chase,52.725543,'-1.945336,1,2,Fatal
8755360,2022-04-09 00:00:00,06:13,Stoke-on-Trent,52.99407,'-2.111115,1,1,Fatal
8756182,2022-04-09 00:00:00,16:16,Shropshire,52.752452,'-2.698645,2,3,Fatal
8774020,2022-04-09 00:00:00,11:10,Maldon,51.784167,0.692726,1,2,Fatal
8777020,2022-04-09 00:00:00,00:37,Buckinghamshire,51.600888,'-0.623788,1,1,Fatal
8794198,2022-04-09 00:00:00,08:17,Torbay,50.428685,'-3.58864,2,1,Fatal
8736376,2022-04-10 00:00:00,21:42,Warrington,53.406355,'-2.531156,1,1,Fatal
8770548,2022-04-10 00:00:00,14:45,Central Bedfordshire,52.052046,'-0.312902,1,1,Fatal
8742334,2022-04-11 00:00:00,07:15,Wakefield,53.714769,'-1.288611,2,2,Fatal
8742337,2022-04-11 00:00:00,14:30,Leeds,53.805078,'-1.688107,1,1,Fatal
8748152,2022-04-11 00:00:00,20:48,"Kingston upon Hull, City of",53.777183,'-0.324166,1,2,Fatal
8801689,2022-04-12 00:00:00,05:24,Dorset (excluding Christchurch),50.731928,'-2.781105,2,2,Fatal
8806736,2022-04-12 00:00:00,05:35,North Lanarkshire,55.80985,'-3.965604,2,2,Fatal
8806739,2022-04-12 00:00:00,12:25,Highland,57.679641,'-4.293688,5,1,Fatal
8742453,2022-04-13 00:00:00,23:15,Wakefield,53.69488,'-1.422721,2,1,Fatal
8766370,2022-04-13 00:00:00,08:20,Peterborough,52.630705,'-0.203284,3,1,Fatal
8767902,2022-04-13 00:00:00,12:37,Breckland,52.783963,0.877297,3,1,Fatal
8726599,2022-04-14 00:00:00,16:25,Camden,51.540134,'-0.186197,1,1,Fatal
8771883,2022-04-14 00:00:00,21:21,Broxbourne,51.685709,'-0.020743,1,1,Fatal
8777065,2022-04-14 00:00:00,19:25,Reading,51.436726,'-0.977682,6,1,Fatal
8806757,2022-04-14 00:00:00,00:47,East Dunbartonshire,55.931999,'-4.271227,1,1,Fatal
8733790,2022-04-15 00:00:00,10:55,Oldham,53.566123,'-2.120102,2,2,Fatal
8771887,2022-04-15 00:00:00,14:27,St Albans,51.775812,'-0.378219,2,5,Fatal
8774063,2022-04-15 00:00:00,13:09,Chelmsford,51.703328,0.517069,3,3,Fatal
8805779,2022-04-15 00:00:00,16:39,Powys,51.867699,'-3.15231,2,1,Fatal
8806771,2022-04-15 00:00:00,11:38,Moray,57.443803,'-3.043663,1,1,Fatal
8710241,2022-04-16 00:00:00,00:29,Islington,51.564558,'-0.104889,2,1,Fatal
8739656,2022-04-16 00:00:00,02:10,County Durham,54.661706,'-1.500086,4,1,Fatal
8757619,2022-04-16 00:00:00,19:17,Stratford-on-Avon,52.188248,'-1.45221,1,1,Fatal
8760811,2022-04-16 00:00:00,10:00,Bassetlaw,53.234948,'-1.109579,3,3,Fatal
8766382,2022-04-16 00:00:00,16:18,East Cambridgeshire,52.369566,0.297684,3,4,Fatal
8777081,2022-04-16 00:00:00,17:29,Milton Keynes,52.059962,'-0.765056,1,3,Fatal
8790682,2022-04-16 00:00:00,16:35,Brighton and Hove,50.850032,'-0.218012,3,2,Fatal
8806776,2022-04-16 00:00:00,07:00,West Lothian,55.826291,'-3.477502,1,1,Fatal
8751695,2022-04-17 00:00:00,01:45,Wolverhampton,52.585322,'-2.141145,1,2,Fatal
8766386,2022-04-17 00:00:00,13:10,East Cambridgeshire,52.322681,0.35928,2,1,Fatal
8798344,2022-04-17 00:00:00,21:48,South Gloucestershire,51.453288,'-2.486873,2,1,Fatal
8802701,2022-04-17 00:00:00,04:54,Flintshire,53.340781,'-3.354747,1,2,Fatal
8738179,2022-04-18 00:00:00,21:35,Sunderland,54.907933,'-1.414316,2,3,Fatal
8794193,2022-04-18 00:00:00,11:02,Cornwall,50.710455,'-4.589422,2,3,Fatal
8748180,2022-04-19 00:00:00,13:59,North Lincolnshire,53.605806,'-0.676608,3,1,Fatal
8783740,2022-04-19 00:00:00,04:18,Elmbridge,51.374912,'-0.31432,2,2,Fatal
8728852,2022-04-20 00:00:00,13:14,Ribble Valley,53.814697,'-2.327717,2,1,Fatal
8733811,2022-04-20 00:00:00,01:25,Wigan,53.505558,'-2.523968,1,1,Fatal
8806834,2022-04-20 00:00:00,16:07,Argyll and Bute,56.233429,'-4.701687,2,1,Fatal
8742528,2022-04-21 00:00:00,17:45,Leeds,53.793249,'-1.530503,2,2,Fatal
8790723,2022-04-21 00:00:00,20:40,Lewes,50.792214,0.050715,1,1,Fatal
8752916,2022-04-22 00:00:00,20:15,Birmingham,52.38741,'-1.983808,2,1,Fatal
8762609,2022-04-22 00:00:00,21:30,South Kesteven,52.897178,'-0.600743,1,1,Fatal
8802706,2022-04-22 00:00:00,02:30,Flintshire,53.276065,'-3.183455,1,5,Fatal
8806848,2022-04-22 00:00:00,13:00,East Lothian,55.980439,'-2.48484,2,3,Fatal
8742555,2022-04-23 00:00:00,19:39,Leeds,53.801593,'-1.497796,1,1,Fatal
8742556,2022-04-23 00:00:00,16:51,Bradford,53.81532,'-1.841947,2,1,Fatal
8755369,2022-04-23 00:00:00,13:59,Stafford,52.774894,'-2.311324,2,2,Fatal
8758874,2022-04-23 00:00:00,02:10,Bolsover,53.093013,'-1.347465,1,5,Fatal
8780432,2022-04-23 00:00:00,18:35,Portsmouth,50.822596,'-1.07494,1,1,Fatal
8786712,2022-04-23 00:00:00,15:20,Swale,51.339025,0.674416,4,1,Fatal
8790758,2022-04-23 00:00:00,15:45,Mid Sussex,50.880392,'-0.189233,1,1,Fatal
8806857,2022-04-23 00:00:00,15:45,Scottish Borders,55.623638,'-3.051962,2,1,Fatal
8710765,2022-04-24 00:00:00,15:46,Lambeth,51.460941,'-0.116857,1,1,Fatal
8756225,2022-04-24 00:00:00,05:14,Bromsgrove,52.313735,'-2.082365,1,3,Fatal
8756332,2022-04-24 00:00:00,15:30,Bromsgrove,52.388918,'-2.030034,1,1,Fatal
8777139,2022-04-24 00:00:00,19:13,Cherwell,52.072341,'-1.403965,1,2,Fatal
8796476,2022-04-24 00:00:00,14:23,West Somerset,51.155303,'-3.763736,1,1,Fatal
8805781,2022-04-24 00:00:00,14:55,Powys,51.953195,'-3.636695,3,2,Fatal
8806887,2022-04-24 00:00:00,08:20,Glasgow City,55.850478,'-4.119439,1,1,Fatal
8728962,2022-04-25 00:00:00,04:52,South Ribble,53.755213,'-2.631281,2,2,Fatal
8769376,2022-04-25 00:00:00,14:53,West Suffolk,52.31762,0.727808,2,2,Fatal
8774125,2022-04-25 00:00:00,10:30,Brentwood,51.576714,0.330659,4,2,Fatal
8797114,2022-04-26 00:00:00,14:39,"Bristol, City of",51.497262,'-2.620793,4,2,Fatal
8806914,2022-04-26 00:00:00,09:58,Moray,57.621872,'-3.312782,1,1,Fatal
8728923,2022-04-28 00:00:00,11:12,Blackpool,53.822262,'-3.017321,1,1,Fatal
8770598,2022-04-28 00:00:00,09:42,Central Bedfordshire,52.168256,'-0.300687,2,3,Fatal
8771930,2022-04-28 00:00:00,01:48,North Hertfordshire,51.917803,'-0.377659,1,1,Fatal
8777162,2022-04-28 00:00:00,00:50,Vale of White Horse,51.681184,'-1.412092,3,1,Fatal
8786781,2022-04-28 00:00:00,06:05,Canterbury,51.330987,0.997985,1,1,Fatal
8738220,2022-04-29 00:00:00,15:43,Newcastle upon Tyne,55.017313,'-1.67238,3,1,Fatal
8739680,2022-04-29 00:00:00,10:05,Darlington,54.528865,'-1.565881,1,1,Fatal
8742698,2022-04-29 00:00:00,11:26,Bradford,53.861384,'-1.800325,1,1,Fatal
8756256,2022-04-29 00:00:00,03:15,Bromsgrove,52.400963,'-1.890163,1,1,Fatal
8798995,2022-04-29 00:00:00,18:51,Gloucester,51.856644,'-2.217474,2,1,Fatal
8805241,2022-04-29 00:00:00,15:15,Ceredigion,52.346113,'-4.070125,2,1,Fatal
8711167,2022-04-30 00:00:00,19:58,Bromley,51.364432,0.1115,2,1,Fatal
8756249,2022-04-30 00:00:00,03:25,Shropshire,52.463349,'-2.737905,1,1,Fatal
8790810,2022-04-30 00:00:00,23:10,Lewes,50.790974,0.001468,3,1,Fatal
8711180,2022-05-01 00:00:00,01:32,Newham,51.533274,0.056294,1,1,Fatal
8727443,2022-05-01 00:00:00,16:50,Carlisle,54.984525,'-2.915647,1,1,Fatal
8733910,2022-05-01 00:00:00,00:52,Manchester,53.468714,'-2.240368,1,1,Fatal
8751014,2022-05-01 00:00:00,22:43,Sandwell,52.502348,'-1.986153,1,2,Fatal
8755378,2022-05-01 00:00:00,15:50,Staffordshire Moorlands,53.166181,'-2.104111,2,1,Fatal
8794285,2022-05-01 00:00:00,00:15,Torbay,50.490274,'-3.539868,1,1,Fatal
8794286,2022-05-01 00:00:00,01:30,Cornwall,50.36517,'-4.806614,1,4,Fatal
8711273,2022-05-02 00:00:00,22:06,Lambeth,51.49658,'-0.111355,2,1,Fatal
8727445,2022-05-02 00:00:00,16:00,Carlisle,54.902312,'-2.937298,3,3,Fatal
8780509,2022-05-02 00:00:00,22:08,Southampton,50.917726,'-1.375327,1,1,Fatal
8786791,2022-05-02 00:00:00,01:00,Swale,51.338217,0.787345,2,1,Fatal
8805780,2022-05-02 00:00:00,04:45,Powys,52.519959,'-3.365179,1,1,Fatal
8797125,2022-05-03 00:00:00,13:15,North Somerset,51.291957,'-2.896412,2,1,Fatal
8757675,2022-05-04 00:00:00,15:15,Stratford-on-Avon,52.272589,'-1.897192,1,1,Fatal
8760925,2022-05-04 00:00:00,04:48,Rushcliffe,52.866443,'-1.241195,3,1,Fatal
8767967,2022-05-04 00:00:00,08:16,King's Lynn and West Norfolk,52.52533,0.24815,1,1,Fatal
8794332,2022-05-04 00:00:00,12:10,Cornwall,50.400693,'-4.689385,2,1,Fatal
8733940,2022-05-05 00:00:00,04:59,Bolton,53.579436,'-2.487425,2,1,Fatal
8742696,2022-05-05 00:00:00,22:30,Bradford,53.843001,'-1.959536,1,1,Fatal
8774197,2022-05-05 00:00:00,06:09,Epping Forest,51.6624,0.112007,1,1,Fatal
8794315,2022-05-05 00:00:00,21:22,Mid Devon,50.78055,'-3.625063,3,1,Fatal
8803456,2022-05-05 00:00:00,05:36,Monmouthshire,51.69745,'-2.8782,2,1,Fatal
8806993,2022-05-05 00:00:00,14:52,Highland,57.425602,'-6.214639,2,1,Fatal
8736488,2022-05-06 00:00:00,23:25,Cheshire East,53.115791,'-2.295152,1,1,Fatal
8771960,2022-05-06 00:00:00,04:06,Hertsmere,51.659109,'-0.24884,2,1,Fatal
8774208,2022-05-06 00:00:00,23:00,Tendring,51.934062,1.246877,5,3,Fatal
8805104,2022-05-06 00:00:00,20:40,Carmarthenshire,51.801323,'-3.900331,1,1,Fatal
8807004,2022-05-06 00:00:00,22:50,City of Edinburgh,55.9573,'-3.161758,1,1,Fatal
8711609,2022-05-07 00:00:00,10:26,Hillingdon,51.492883,'-0.46624,3,1,Fatal
8733955,2022-05-07 00:00:00,02:35,Manchester,53.451662,'-2.245136,1,1,Fatal
8738279,2022-05-07 00:00:00,03:40,Gateshead,54.940444,'-1.63125,1,1,Fatal
8755383,2022-05-07 00:00:00,03:00,Staffordshire Moorlands,53.120686,'-2.052063,1,1,Fatal
8757661,2022-05-07 00:00:00,07:19,North Warwickshire,52.590762,'-1.596813,1,1,Fatal
8783877,2022-05-07 00:00:00,12:40,Waverley,51.141298,'-0.534472,1,1,Fatal
8733959,2022-05-08 00:00:00,22:18,Tameside,53.459743,'-2.001678,1,1,Fatal
8764518,2022-05-08 00:00:00,10:40,Hinckley and Bosworth,52.670182,'-1.280519,1,2,Fatal
8766450,2022-05-08 00:00:00,17:23,South Cambridgeshire,52.281017,0.03947,1,1,Fatal
8790886,2022-05-08 00:00:00,18:30,Lewes,50.844028,0.051651,2,1,Fatal
8802742,2022-05-08 00:00:00,01:38,Conwy,53.285399,'-3.889737,2,1,Fatal
8762687,2022-05-09 00:00:00,12:12,North Kesteven,53.218158,'-0.651248,3,1,Fatal
8764102,2022-05-09 00:00:00,15:59,Rutland,52.598432,'-0.600758,2,3,Fatal
8774224,2022-05-09 00:00:00,00:03,Chelmsford,51.694222,0.52021,1,1,Fatal
8794403,2022-05-09 00:00:00,16:43,Cornwall,50.81784,'-4.47888,1,1,Fatal
8807066,2022-05-09 00:00:00,19:55,West Dunbartonshire,55.956876,'-4.563816,1,5,Fatal
8742736,2022-05-10 00:00:00,00:35,Leeds,53.76252,'-1.491133,1,1,Fatal
